order_id,product_name,category,quantity,unit_price,discount_percent,region,sale_date,customer_email,revenue
A1593,WashingMachine,fashion,abc,44761.07,0.69,south,2023-06-30,a@example.com,0.0
A1396,shoess,home appliance,0,31992.06,1.09,south,2023.04.08,,0.0
A1594,Laptop,Electrnics,0,7655.84,0.52,south,2023.06.09,,0.0
A1253,Smartphone,fashion,4,11762.04,1.15,south,01-Jun-2023,,0.0
A1155,Smart Phone,fashion,abc,43995.45,1.11,Central,2023/06/18,a@example.com,0.0
A1912,Laptop,fashion,abc,19020.02,0.87,south,28/01/2023,,0.0
A1931,Smartphone,fashion,5,38733.93,0.13,south,04-03-2023,,168492.6
A1404,Smart Phone,electronics,0,30879.6,0.93,nort,2023/06/23,,0.0
A1263,WashingMachine,HomeAppliance,4,11669.39,1.46,Central,2023/03/12,,0.0
A1863,Laptop,Electrnics,0,36668.92,1.04,WEST,2023-04-27,,0.0
A1496,Shoes,HomeAppliance,1,1267.09,1.28,nort,2023-06-24,,0.0
A1273,Laptop,home appliance,-1,29526.78,0.11,North,2023/06/01,,0.0
A1873,Smartphone,Electrnics,-1,12078.39,1.44,South,2023-03-09,,0.0
A1630,Smart Phone,fashion,abc,7934.13,0.32,WEST,28/06/2023,,0.0
A1354,Smart Phone,home appliance,-1,3076.94,1.45,North,2023/03/29,b@example.com,0.0
A1569,shoess,HomeAppliance,-1,16940.09,1.32,west,15/03/2023,,0.0
A1135,laptop,HomeAppliance,abc,19288.68,0.71,nort,08-Mar-2023,b@example.com,0.0
A1849,Smartphone,Electrnics,3,40208.68,0.02,nort,,,118213.52
A1764,Smartphone,electronics,abc,2472.53,0.73,South,,,0.0
A1312,Laptop,HomeAppliance,-1,37336.06,1.07,nort,2023.03.08,,0.0
A1255,laptop,fashion wear,-1,25375.61,0.7,west,15-Jun-2023,b@example.com,0.0
A1348,Laptop,Electrnics,-1,24772.46,0.14,south,27/04/2023,,0.0
A1979,washing machine,Electrnics,5,47523.83,0.08,nort,2023/01/23,a@example.com,218609.62
A1921,WashingMachine,fashion wear,0,43146.2,0.84,west,2023-02-20,,0.0
A1479,Smart Phone,fashion wear,2,653.24,1.44,South,29-Apr-2023,,0.0
A1570,washing machine,fashion,-1,20283.51,0.05,west,2023-05-10,,0.0
A1605,Laptop,fashion wear,-1,14943.87,0.42,south,07-02-2023,,0.0
A1534,laptop,home appliance,0,9059.61,0.6,west,27-05-2023,,0.0
A1230,WashingMachine,fashion,-1,27292.56,0.91,CENTRAL,11-Mar-2023,a@example.com,0.0
A1285,washing machine,fashion,abc,8271.19,0.95,nort,2023-04-25,,0.0
A1437,Smartphone,home appliance,0,4714.08,0.27,CENTRAL,,,0.0
A1442,Laptop,fashion,4,36815.82,1.3,west,2023-03-21,,0.0
A1484,laptop,electronics,abc,27402.66,1.29,South,28-Feb-2023,,0.0
A1671,Smart Phone,electronics,0,24568.31,1.45,South,19-06-2023,,0.0
A1634,Shoes,HomeAppliance,abc,35316.6,1.37,south,20/04/2023,,0.0
A1699,Laptop,fashion,abc,1901.86,0.46,nort,17/03/2023,,0.0
A1724,WashingMachine,fashion wear,-1,41172.88,1.3,WEST,22/04/2023,,0.0
A1327,shoess,HomeAppliance,0,26396.76,0.34,west,19/06/2023,b@example.com,0.0
A1380,laptop,HomeAppliance,abc,41571.8,1.41,CENTRAL,05-Jun-2023,,0.0
A1226,laptop,HomeAppliance,abc,41012.86,0.83,South,13-05-2023,,0.0
A1980,shoess,fashion wear,-1,9990.7,0.88,west,2023/02/14,,0.0
A1519,shoess,Electrnics,-1,21020.54,0.3,South,2023-02-15,,0.0
A1804,laptop,electronics,0,11264.89,0.22,south,19-01-2023,a@example.com,0.0
A1785,Shoes,Electrnics,1,29990.69,0.76,west,09/06/2023,a@example.com,7197.77
A1737,Laptop,home appliance,0,26952.3,0.04,North,2023/06/24,b@example.com,0.0
A1774,washing machine,electronics,1,22062.31,1.21,CENTRAL,03/03/2023,a@example.com,0.0
A1806,Laptop,HomeAppliance,0,31789.71,0.59,WEST,11-Jan-2023,,0.0
A1402,washing machine,fashion,0,2130.82,1.38,west,2023.06.17,,0.0
A1379,Smartphone,electronics,4,12047.27,0.41,North,,,28431.56
A1997,Smart Phone,Electrnics,abc,41682.23,0.16,WEST,28/06/2023,,0.0
A1007,WashingMachine,Electrnics,3,25508.43,0.6,west,2023.05.25,a@example.com,30610.12
A1035,Laptop,Electrnics,0,24491.02,0.78,west,06-04-2023,,0.0
A1529,Smartphone,home appliance,abc,32120.47,0.59,Central,10-01-2023,,0.0
A1757,shoess,fashion wear,-1,42836.94,1.0,Central,2023-06-04,a@example.com,0.0
A1956,shoess,fashion,-1,13013.38,0.7,North,2023.06.29,,0.0
A1854,shoess,electronics,abc,46373.69,0.63,nort,2023/06/05,,0.0
A1756,shoess,fashion wear,3,27670.09,1.44,south,2023-04-01,,0.0
A1150,washing machine,fashion wear,0,47329.17,0.88,WEST,2023.03.23,,0.0
A1653,WashingMachine,electronics,abc,10323.73,1.34,nort,04-02-2023,a@example.com,0.0
A1508,shoess,electronics,abc,25307.81,0.17,North,08-06-2023,,0.0
A1924,shoess,home appliance,-1,25426.95,1.16,nort,27/01/2023,,0.0
A1349,Smartphone,Electrnics,-1,1314.6,0.86,south,2023-03-04,a@example.com,0.0
A1673,Laptop,fashion,abc,9487.61,1.04,CENTRAL,2023/03/07,a@example.com,0.0
A1424,Shoes,HomeAppliance,3,35145.46,1.46,nort,22-Jun-2023,,0.0
A1113,laptop,HomeAppliance,1,12331.67,1.36,Central,20/02/2023,,0.0
A1401,Smartphone,Electrnics,2,47387.49,0.27,south,,,69185.74
A1669,Laptop,Electrnics,-1,38647.38,0.85,WEST,20-05-2023,,0.0
A1555,Shoes,HomeAppliance,abc,19663.17,0.75,Central,,,0.0
A1141,Smart Phone,electronics,abc,5443.56,0.9,south,2023/05/12,,0.0
A1338,Smartphone,electronics,-1,24302.52,0.82,nort,18-04-2023,,0.0
A1159,laptop,Electrnics,-1,19161.38,0.6,nort,,,0.0
A1787,WashingMachine,HomeAppliance,abc,33068.84,1.31,South,16-Jun-2023,,0.0
A1970,Laptop,electronics,-1,48802.17,1.13,CENTRAL,2023-06-14,b@example.com,0.0
A1708,washing machine,HomeAppliance,1,38181.24,0.9,South,2023.04.19,,3818.12
A1981,shoess,electronics,0,14747.55,0.12,South,,,0.0
A1204,laptop,fashion,abc,23134.47,0.9,Central,2023-05-28,,0.0
A1381,Smartphone,home appliance,0,13016.99,0.09,Central,28/01/2023,,0.0
A1267,shoess,electronics,4,12127.6,0.07,nort,2023.06.23,b@example.com,45114.67
A1647,Smartphone,Electrnics,abc,40676.7,0.51,CENTRAL,2023/04/06,b@example.com,0.0
A1753,Smartphone,Electrnics,abc,18207.19,0.33,WEST,10/02/2023,a@example.com,0.0
A1173,shoess,HomeAppliance,0,10551.8,0.97,CENTRAL,2023-02-15,b@example.com,0.0
A1355,washing machine,fashion,0,20493.34,0.48,CENTRAL,2023.06.09,b@example.com,0.0
A1017,laptop,fashion wear,abc,45368.91,0.63,west,2023.04.29,a@example.com,0.0
A1391,laptop,HomeAppliance,abc,37268.17,0.67,west,2023/01/16,,0.0
A1745,Shoes,fashion wear,abc,10810.11,0.98,South,07-04-2023,,0.0
A1032,Smart Phone,fashion wear,-1,49592.8,1.08,nort,15-Jun-2023,a@example.com,0.0
A1405,Smartphone,electronics,-1,31423.14,0.22,Central,12-Feb-2023,,0.0
A1541,Smartphone,fashion,3,26464.95,0.71,nort,2023.06.30,b@example.com,23024.51
A1855,washing machine,electronics,0,49019.65,0.57,nort,,,0.0
A1490,Smart Phone,fashion,0,43715.82,0.07,WEST,04/06/2023,,0.0
A1709,washing machine,electronics,0,18942.53,0.41,North,2023.01.14,a@example.com,0.0
A1023,washing machine,fashion wear,-1,1347.84,1.3,nort,10-01-2023,,0.0
A1960,laptop,fashion wear,-1,24880.52,0.36,south,21-Jun-2023,a@example.com,0.0
A1672,Laptop,home appliance,0,25074.08,0.89,WEST,2023/05/03,,0.0
A1605,Smart Phone,home appliance,abc,35793.51,0.62,Central,2023-05-30,b@example.com,0.0
A1458,shoess,electronics,abc,47458.99,1.23,WEST,2023.02.18,,0.0
A1151,Smartphone,fashion wear,3,40689.48,1.11,south,14-Jan-2023,,0.0
A1850,Smartphone,electronics,0,35950.18,1.13,Central,03-01-2023,,0.0
A1263,WashingMachine,fashion wear,3,11364.84,0.16,nort,30/05/2023,a@example.com,28639.4
A1899,laptop,electronics,0,33503.72,1.3,south,30-Mar-2023,a@example.com,0.0
A1012,Smart Phone,fashion,abc,35414.15,0.76,South,2023-03-15,,0.0
A1619,Smart Phone,fashion,abc,15153.85,1.19,west,2023/03/28,b@example.com,0.0
A1388,WashingMachine,HomeAppliance,0,16481.37,1.18,South,2023/06/08,,0.0
A1768,Smartphone,HomeAppliance,-1,37876.35,1.2,WEST,2023.02.28,,0.0
A1520,washing machine,fashion,0,1462.81,1.36,WEST,08-Feb-2023,b@example.com,0.0
A1476,washing machine,fashion,abc,7654.13,0.15,South,01/05/2023,a@example.com,0.0
A1206,Smart Phone,fashion,-1,46142.08,0.51,nort,22/06/2023,a@example.com,0.0
A1615,laptop,fashion,abc,17200.54,0.34,west,2023/05/18,,0.0
A1712,laptop,home appliance,5,8856.22,0.62,South,16-01-2023,a@example.com,16826.82
A1696,shoess,fashion,2,23870.75,0.29,nort,2023-02-12,b@example.com,33896.46
A1541,Smart Phone,home appliance,-1,13573.32,0.02,WEST,02/02/2023,a@example.com,0.0
A1115,Shoes,home appliance,-1,5241.22,0.97,west,22-03-2023,b@example.com,0.0
A1992,WashingMachine,HomeAppliance,-1,35418.38,0.06,South,,a@example.com,0.0
A1806,Laptop,electronics,abc,1894.59,1.37,Central,2023-05-09,,0.0
A1063,WashingMachine,home appliance,-1,17818.49,0.49,west,2023-04-24,b@example.com,0.0
A1639,shoess,electronics,abc,6927.69,0.98,Central,2023.02.09,,0.0
A1922,WashingMachine,fashion,-1,3472.83,0.6,Central,2023.06.16,a@example.com,0.0
A1006,washing machine,HomeAppliance,0,33533.16,0.39,WEST,23-Mar-2023,a@example.com,0.0
A1711,Laptop,home appliance,abc,14365.0,0.87,WEST,2023/02/09,,0.0
A1449,Shoes,home appliance,-1,4770.02,1.29,south,05-May-2023,b@example.com,0.0
A1274,Smartphone,fashion,abc,18208.27,0.51,Central,2023.01.30,b@example.com,0.0
A1534,WashingMachine,fashion wear,abc,22962.6,0.69,nort,14-Apr-2023,,0.0
A1761,WashingMachine,fashion,abc,27619.57,0.69,Central,19/01/2023,b@example.com,0.0
A1119,Shoes,fashion wear,-1,34755.93,0.26,WEST,2023.06.25,a@example.com,0.0
A1916,Smartphone,fashion wear,abc,41480.36,0.49,west,30-Mar-2023,,0.0
A1138,laptop,HomeAppliance,0,27858.73,0.35,South,02-06-2023,,0.0
A1073,Shoes,home appliance,0,44676.18,1.43,west,07-01-2023,b@example.com,0.0
A1423,Shoes,electronics,0,3378.57,0.01,west,2023-04-21,b@example.com,0.0
A1541,Smartphone,HomeAppliance,-1,27105.98,0.6,North,2023-03-06,a@example.com,0.0
A1475,WashingMachine,electronics,-1,22121.05,0.88,South,21-01-2023,,0.0
A1709,Smartphone,HomeAppliance,0,26708.96,0.07,nort,15/02/2023,,0.0
A1842,laptop,Electrnics,2,33989.84,0.87,WEST,2023-04-18,a@example.com,8837.36
A1797,Laptop,Electrnics,0,35002.56,0.44,west,07/04/2023,,0.0
A1408,shoess,Electrnics,5,2481.59,1.15,North,2023-06-02,,0.0
A1941,WashingMachine,home appliance,abc,12164.24,0.35,west,2023/03/12,a@example.com,0.0
A1083,washing machine,electronics,-1,17615.81,1.33,South,,,0.0
A1790,washing machine,Electrnics,-1,39887.9,0.82,North,23-05-2023,b@example.com,0.0
A1515,Smart Phone,HomeAppliance,0,23160.8,0.01,nort,2023-05-26,,0.0
A1901,shoess,fashion wear,-1,7544.43,1.4,CENTRAL,26-02-2023,b@example.com,0.0
A1608,WashingMachine,Electrnics,4,24751.65,0.72,Central,2023/04/11,,27721.85
A1528,Laptop,home appliance,1,37914.45,1.03,CENTRAL,2023-01-07,,0.0
A1279,WashingMachine,Electrnics,-1,28354.61,0.2,CENTRAL,21/04/2023,,0.0
A1232,Shoes,fashion wear,-1,36017.08,0.35,WEST,2023/04/30,b@example.com,0.0
A1427,shoess,electronics,abc,15216.42,1.44,South,10-04-2023,a@example.com,0.0
A1036,washing machine,home appliance,0,29081.52,0.32,WEST,18-02-2023,a@example.com,0.0
A1745,washing machine,home appliance,abc,10460.24,0.72,WEST,2023.02.11,b@example.com,0.0
A1964,WashingMachine,Electrnics,3,20636.81,0.53,nort,22-05-2023,,29097.9
A1338,laptop,Electrnics,0,28466.05,0.01,west,19-06-2023,,0.0
A1594,laptop,fashion wear,abc,29450.52,0.58,west,31-May-2023,,0.0
A1978,laptop,Electrnics,-1,29263.42,0.33,south,,,0.0
A1207,Smart Phone,electronics,abc,40941.84,0.96,Central,09-Jan-2023,b@example.com,0.0
A1928,shoess,home appliance,abc,41379.9,0.23,west,2023.01.23,,0.0
A1758,shoess,fashion wear,-1,41186.4,1.15,Central,2023/03/03,b@example.com,0.0
A1429,laptop,Electrnics,-1,2457.38,0.93,North,2023-06-21,,0.0
A1632,Smartphone,fashion wear,abc,24973.94,1.11,nort,,,0.0
A1281,WashingMachine,electronics,abc,38283.75,1.03,CENTRAL,2023.01.12,,0.0
A1485,Smartphone,electronics,-1,34826.08,0.76,South,2023.06.14,,0.0
A1647,Smartphone,home appliance,0,16945.46,0.82,south,2023/03/02,a@example.com,0.0
A1400,shoess,fashion wear,-1,19735.2,0.9,west,13/01/2023,,0.0
A1057,laptop,HomeAppliance,1,32627.78,1.49,CENTRAL,2023-04-09,b@example.com,0.0
A1946,Smart Phone,fashion wear,-1,48892.93,1.21,CENTRAL,24-Jun-2023,,0.0
A1457,Smart Phone,Electrnics,abc,47127.8,0.79,nort,,,0.0
A1468,Shoes,fashion wear,abc,30046.95,1.35,Central,03-Feb-2023,a@example.com,0.0
A1510,Shoes,Electrnics,4,3127.06,1.28,nort,08-03-2023,,0.0
A1915,Shoes,home appliance,5,11709.92,0.74,CENTRAL,25-04-2023,,15222.9
A1330,laptop,fashion,-1,8503.0,1.24,nort,07-02-2023,,0.0
A1855,washing machine,home appliance,1,45921.1,1.48,south,2023/05/27,,0.0
A1409,washing machine,electronics,2,4548.34,0.24,west,01-06-2023,b@example.com,6913.48
A1228,laptop,HomeAppliance,0,39118.81,0.3,South,2023/04/09,a@example.com,0.0
A1261,laptop,HomeAppliance,4,11593.75,0.1,CENTRAL,14-05-2023,a@example.com,41737.5
A1221,laptop,fashion wear,0,39375.86,0.04,Central,2023.01.01,b@example.com,0.0
A1977,WashingMachine,fashion,-1,10885.51,0.43,South,2023/05/08,b@example.com,0.0
A1427,Laptop,fashion,0,42379.18,0.27,North,15-Mar-2023,b@example.com,0.0
A1165,Laptop,fashion,abc,37654.77,0.67,WEST,06-06-2023,a@example.com,0.0
A1154,WashingMachine,HomeAppliance,3,29357.9,1.1,Central,27-Apr-2023,,0.0
A1104,laptop,fashion,5,3560.44,0.02,south,2023-05-24,,17446.16
A1120,Shoes,HomeAppliance,-1,14038.66,1.32,South,11/06/2023,a@example.com,0.0
A1023,Smart Phone,Electrnics,0,26734.23,0.03,CENTRAL,2023/01/16,a@example.com,0.0
A1566,washing machine,Electrnics,-1,46961.62,1.29,WEST,24/01/2023,,0.0
A1556,Laptop,electronics,0,27831.76,1.21,west,,b@example.com,0.0
A1094,WashingMachine,fashion wear,5,12414.23,0.56,nort,17-Jan-2023,a@example.com,27311.31
A1655,shoess,Electrnics,3,5320.89,0.37,south,19-05-2023,,10056.48
A1525,laptop,HomeAppliance,1,36870.29,0.84,south,21/01/2023,,5899.25
A1586,washing machine,HomeAppliance,-1,40687.74,0.84,North,,,0.0
A1092,shoess,home appliance,0,10797.82,0.82,south,2023-04-14,,0.0
A1453,WashingMachine,Electrnics,abc,35631.67,0.16,south,2023.03.30,a@example.com,0.0
A2000,Smartphone,home appliance,1,41790.24,1.4,CENTRAL,2023-02-12,a@example.com,0.0
A1578,washing machine,electronics,abc,11329.52,0.61,North,13/02/2023,a@example.com,0.0
A1275,laptop,HomeAppliance,abc,3579.66,0.75,WEST,2023.03.12,,0.0
A1751,Smart Phone,fashion wear,0,20347.93,1.03,North,02-02-2023,,0.0
A1177,Shoes,fashion,-1,6436.01,0.66,Central,18-02-2023,a@example.com,0.0
A1791,Shoes,HomeAppliance,0,48973.37,0.0,south,2023.03.30,b@example.com,0.0
A1003,laptop,HomeAppliance,abc,45506.26,0.78,North,2023.01.20,a@example.com,0.0
A1067,Laptop,electronics,abc,27246.11,0.99,South,15-Mar-2023,b@example.com,0.0
A1440,shoess,Electrnics,abc,10629.48,0.65,South,2023.05.21,,0.0
A1463,Shoes,home appliance,2,44679.24,0.76,CENTRAL,,,21446.04
A1330,Laptop,Electrnics,0,48736.29,0.07,WEST,,,0.0
A1497,WashingMachine,home appliance,5,31166.95,0.69,west,14-Apr-2023,a@example.com,48308.77
A1425,Laptop,Electrnics,-1,3030.91,0.92,nort,24/04/2023,,0.0
A1302,shoess,electronics,0,39075.69,0.77,WEST,25-Mar-2023,a@example.com,0.0
A1898,laptop,fashion,abc,29539.8,1.04,nort,17/02/2023,b@example.com,0.0
A1989,shoess,HomeAppliance,0,17938.87,1.25,west,2023.04.03,,0.0
A1849,Smart Phone,fashion wear,0,44240.02,0.41,west,,,0.0
A1867,Smartphone,HomeAppliance,2,24437.68,0.99,CENTRAL,2023-05-19,a@example.com,488.75
A1584,laptop,fashion,0,18250.85,0.06,nort,2023/02/07,a@example.com,0.0
A1620,shoess,Electrnics,2,4774.31,0.98,Central,22-Jun-2023,,190.97
A1436,washing machine,home appliance,4,14202.16,1.13,nort,25-May-2023,,0.0
A1803,Shoes,HomeAppliance,abc,13512.61,0.8,nort,2023/03/24,,0.0
A1621,shoess,fashion wear,1,20139.45,1.3,WEST,,a@example.com,0.0
A1631,Laptop,fashion wear,-1,44812.82,0.64,Central,,,0.0
A1637,WashingMachine,Electrnics,abc,33159.6,0.37,south,2023.04.19,b@example.com,0.0
A1034,shoess,Electrnics,abc,2966.97,0.46,WEST,19-Jan-2023,,0.0
A1717,laptop,Electrnics,abc,29837.85,0.12,west,16/04/2023,a@example.com,0.0
A1118,shoess,fashion,-1,19412.45,0.56,nort,2023/05/24,,0.0
A1647,Laptop,fashion wear,0,18614.16,0.52,Central,2023.02.01,,0.0
A1711,washing machine,Electrnics,-1,40779.29,1.25,South,,,0.0
A1885,Smartphone,HomeAppliance,2,4372.79,0.41,west,26-03-2023,b@example.com,5159.89
A1532,Laptop,home appliance,0,19798.35,0.56,South,2023.04.04,,0.0
A1546,laptop,fashion wear,4,5467.44,0.17,WEST,20/05/2023,,18151.9
A1427,shoess,electronics,5,39518.96,0.0,nort,2023/06/16,,197594.8
A1707,Laptop,fashion,0,27793.88,0.58,North,2023-03-27,a@example.com,0.0
A1110,washing machine,fashion wear,4,39808.86,0.98,South,2023/03/16,,3184.71
A1295,Laptop,fashion,5,8834.59,0.21,North,,a@example.com,34896.63
A1157,laptop,electronics,0,29645.75,0.85,WEST,16-Apr-2023,a@example.com,0.0
A1345,shoess,fashion wear,abc,29670.41,0.59,WEST,2023-01-06,b@example.com,0.0
A1858,Laptop,fashion,-1,3120.03,0.1,South,2023/03/05,,0.0
A1259,washing machine,HomeAppliance,-1,6741.82,0.28,South,19-02-2023,,0.0
A1161,Smart Phone,fashion wear,-1,45453.84,0.22,CENTRAL,2023.06.05,,0.0
A1001,shoess,HomeAppliance,-1,34795.22,1.4,WEST,25-01-2023,,0.0
A1338,Laptop,Electrnics,4,32202.92,0.16,North,2023.03.02,,108201.81
A1322,Shoes,HomeAppliance,3,21612.05,0.93,west,2023-03-30,b@example.com,4538.53
A1186,Smartphone,home appliance,4,37481.03,1.25,Central,17/05/2023,,0.0
A1662,Shoes,HomeAppliance,0,49438.39,0.95,South,05/03/2023,b@example.com,0.0
A1083,laptop,fashion wear,-1,28879.66,1.32,WEST,15/01/2023,b@example.com,0.0
A1188,washing machine,home appliance,-1,10640.39,0.87,Central,21-06-2023,,0.0
A1008,WashingMachine,electronics,0,36015.51,1.3,CENTRAL,2023-06-03,a@example.com,0.0
A1518,Smart Phone,fashion,1,11355.15,0.43,south,,b@example.com,6472.44
A1394,shoess,fashion wear,-1,25997.07,0.25,North,14/01/2023,,0.0
A1256,laptop,home appliance,0,14121.3,1.48,west,2023/04/19,,0.0
A1469,shoess,electronics,0,4410.31,1.03,south,02/04/2023,b@example.com,0.0
A1865,washing machine,HomeAppliance,0,11925.12,1.42,west,,,0.0
A1988,Smart Phone,HomeAppliance,0,26776.64,0.26,Central,2023.02.19,,0.0
A1129,Laptop,fashion wear,abc,47416.79,0.06,south,2023-02-11,b@example.com,0.0
A1331,washing machine,Electrnics,5,22583.44,0.01,nort,25-Apr-2023,a@example.com,111788.03
A1427,Smart Phone,fashion wear,3,29879.04,0.68,Central,02/05/2023,,28683.88
A1223,laptop,home appliance,0,6237.81,0.89,nort,05-06-2023,,0.0
A1345,Laptop,HomeAppliance,4,13404.7,1.09,CENTRAL,03-06-2023,,0.0
A1023,washing machine,electronics,0,33908.62,1.48,west,,,0.0
A1735,washing machine,electronics,1,9521.52,0.27,North,07-06-2023,b@example.com,6950.71
A1306,WashingMachine,fashion wear,abc,19204.71,1.02,North,02-06-2023,,0.0
A1365,Laptop,fashion wear,-1,49210.34,0.07,west,2023-05-10,a@example.com,0.0
A1919,laptop,Electrnics,0,7422.27,0.6,North,2023-02-11,a@example.com,0.0
A1636,Smart Phone,electronics,0,45433.95,0.01,south,,,0.0
A1788,Shoes,fashion,2,36514.01,1.47,west,2023-02-14,b@example.com,0.0
A1692,Laptop,electronics,-1,38762.38,1.19,North,05-Mar-2023,b@example.com,0.0
A1234,Laptop,fashion,-1,12677.6,0.37,South,,,0.0
A1239,Smart Phone,fashion,-1,18869.09,0.07,Central,2023-01-08,,0.0
A1462,Shoes,home appliance,abc,4903.33,1.05,Central,2023-01-01,,0.0
A1268,Smartphone,HomeAppliance,abc,35964.91,0.02,nort,27/05/2023,a@example.com,0.0
A1921,shoess,home appliance,4,19323.87,0.77,nort,02/04/2023,,17777.96
A1960,washing machine,fashion,0,9785.39,1.24,west,21-04-2023,,0.0
A1941,WashingMachine,electronics,-1,38332.51,0.97,nort,2023.05.19,,0.0
A1090,Smart Phone,home appliance,4,11421.44,0.26,west,11-Apr-2023,,33807.46
A1275,laptop,electronics,-1,9279.37,1.18,North,2023-06-21,b@example.com,0.0
A1245,WashingMachine,home appliance,0,46806.18,1.39,WEST,2023-03-27,,0.0
A1796,Smartphone,home appliance,0,45973.5,0.45,South,2023-05-08,,0.0
A1569,washing machine,fashion wear,-1,36775.01,0.31,south,2023/06/05,b@example.com,0.0
A1333,Laptop,electronics,-1,864.6,0.01,CENTRAL,2023.02.24,,0.0
A1840,Shoes,electronics,-1,15792.16,0.03,North,01-Apr-2023,,0.0
A1755,shoess,fashion,1,25354.59,0.41,CENTRAL,2023-06-30,,14959.21
A1201,Smartphone,home appliance,5,10588.84,1.15,WEST,,,0.0
A1929,Laptop,fashion wear,abc,39403.35,0.35,nort,10-Feb-2023,a@example.com,0.0
A1577,Smartphone,electronics,1,615.3,0.71,nort,2023.04.12,b@example.com,178.44
A1647,washing machine,home appliance,0,33994.87,0.24,nort,,a@example.com,0.0
A1165,washing machine,fashion,-1,27448.51,1.43,WEST,11/04/2023,,0.0
A1177,Smart Phone,Electrnics,0,35504.33,0.0,CENTRAL,25-Jan-2023,,0.0
A1487,Smart Phone,fashion,2,10849.38,1.1,North,05/02/2023,b@example.com,0.0
A1838,laptop,fashion,abc,6107.94,1.12,south,22-Jun-2023,b@example.com,0.0
A1569,Smartphone,fashion wear,-1,33794.82,1.49,south,10/06/2023,,0.0
A1376,WashingMachine,home appliance,-1,9814.29,0.45,WEST,2023.02.14,b@example.com,0.0
A1847,washing machine,electronics,-1,33650.93,0.76,west,09-06-2023,,0.0
A1182,Smartphone,Electrnics,-1,7082.32,1.31,South,11-05-2023,,0.0
A1480,Smartphone,fashion,5,25061.16,0.66,South,,,42603.97
A1346,Shoes,fashion wear,0,48791.67,0.4,Central,13-05-2023,a@example.com,0.0
A1774,Shoes,electronics,-1,24529.94,0.91,Central,2023/02/10,,0.0
A1100,Smartphone,home appliance,2,25809.53,0.85,Central,28/01/2023,b@example.com,7742.86
A1919,Smartphone,HomeAppliance,-1,4213.94,0.53,south,03-06-2023,,0.0
A1483,shoess,fashion,3,42923.58,0.56,nort,2023/02/06,a@example.com,56659.13
A1234,washing machine,fashion wear,0,1099.89,1.2,North,,,0.0
A1465,Shoes,fashion wear,0,36444.29,0.88,WEST,2023-01-15,,0.0
A1029,shoess,fashion,abc,11063.97,0.21,North,2023-05-01,a@example.com,0.0
A1431,WashingMachine,Electrnics,0,30913.29,0.35,west,28/02/2023,a@example.com,0.0
A1507,Shoes,home appliance,abc,48922.97,1.28,nort,22/03/2023,,0.0
A1106,Smartphone,HomeAppliance,abc,1032.5,0.54,WEST,2023.03.31,a@example.com,0.0
A1746,WashingMachine,fashion wear,abc,1883.01,0.35,west,08-06-2023,,0.0
A1484,shoess,fashion wear,0,10737.37,0.87,nort,2023-02-05,b@example.com,0.0
A1860,Smart Phone,electronics,0,35378.56,1.33,south,2023/04/29,,0.0
A1173,laptop,Electrnics,2,45858.69,0.62,CENTRAL,2023-02-09,,34852.6
A1521,washing machine,Electrnics,0,6928.6,1.32,North,20/04/2023,a@example.com,0.0
A1441,WashingMachine,fashion wear,0,45268.2,0.6,CENTRAL,16-03-2023,,0.0
A1035,Smartphone,fashion wear,-1,16793.18,1.47,Central,21/03/2023,,0.0
A1737,laptop,electronics,2,16493.71,1.39,South,2023/01/13,b@example.com,0.0
A1913,washing machine,electronics,abc,18317.65,0.05,nort,30-05-2023,,0.0
A1880,Laptop,fashion,0,16858.49,0.6,west,2023-05-03,,0.0
A1743,Shoes,Electrnics,4,8408.45,1.32,west,07-05-2023,a@example.com,0.0
A1406,Smartphone,fashion wear,abc,5974.89,1.14,CENTRAL,24/05/2023,b@example.com,0.0
A1008,laptop,fashion,2,26702.01,1.16,south,2023.05.23,,0.0
A1308,Smart Phone,electronics,0,14893.88,0.61,south,2023-01-10,b@example.com,0.0
A1683,shoess,fashion,1,21444.39,0.46,Central,20-Jan-2023,,11579.97
A1224,Shoes,home appliance,abc,15130.3,0.88,South,2023-05-05,a@example.com,0.0
A1240,washing machine,home appliance,-1,14819.6,1.27,CENTRAL,,,0.0
A1483,washing machine,Electrnics,1,3052.22,0.25,South,03-03-2023,,2289.16
A1562,Laptop,electronics,abc,34572.46,1.37,west,09/05/2023,b@example.com,0.0
A1882,Shoes,Electrnics,abc,41738.2,0.53,Central,06-04-2023,,0.0
A1856,Smart Phone,fashion,0,14846.4,0.49,west,05-Jan-2023,b@example.com,0.0
A1571,Smart Phone,Electrnics,3,20696.12,0.05,nort,26-Mar-2023,,58983.94
A1668,shoess,fashion wear,4,8559.61,0.81,south,13-Feb-2023,a@example.com,6505.3
A1424,Smart Phone,electronics,1,9304.28,1.33,west,13-04-2023,,0.0
A1683,washing machine,electronics,4,40925.51,0.43,CENTRAL,09/01/2023,,93310.16
A1449,Shoes,HomeAppliance,4,14352.71,0.43,WEST,2023/02/06,b@example.com,32724.18
A1260,WashingMachine,fashion wear,abc,18022.61,1.37,WEST,2023.06.16,,0.0
A1621,laptop,electronics,abc,44574.93,1.05,South,28-Jun-2023,,0.0
A1658,washing machine,fashion,0,27301.03,1.47,South,2023/01/02,b@example.com,0.0
